"ID","product","time","user","aspect","norm_asp","polarity","norm_pol","sarst","entities","op_hol"
"13.2.1","Nikon Coolpix 4300","2024-08-24T13:02:59.973Z","User-vwR5j","camera","camera","positive","1","AFFECTIVE-REACTION","ones, features","Author"
"13.3.1","Nikon Coolpix 4300","2024-08-24T13:02:59.973Z","User-vwR5j","picture quality","pictures","positive","1","AFFECTIVE-REACTION","pics","Author"
"13.3.2","Nikon Coolpix 4300","2024-08-24T13:02:59.973Z","User-vwR5j","use","usability","positive","1","SENTIMENT","pics","Author"
"13.4.1","Nikon Coolpix 4300","2024-08-24T13:02:59.973Z","User-vwR5j","pics","pictures","positive","1","SENTIMENT","pics","Others"
"13.5.1","Nikon Coolpix 4300","2024-08-24T13:02:59.973Z","User-vwR5j","lcd","lcd","positive","1","AFFECTIVE-REACTION","lcd, daylight","Author"
"13.6.1","Nikon Coolpix 4300","2024-08-24T13:02:59.973Z","User-vwR5j","download speed","download speed","neutral","0","STATEMENT","","Author"
"13.7.1","Nikon Coolpix 4300","2024-08-24T13:02:59.973Z","User-vwR5j","control","control","positive","1","AFFECTIVE-REACTION","","Author"
"13.8.1","Nikon Coolpix 4300","2024-08-24T13:02:59.973Z","User-vwR5j","camera","camera","negative","-1","SENTIMENT","","Author"
"14.1.1","Nikon Coolpix 4300","2024-08-23T09:50:17.127Z","User-T3Ca0","camera","camera","positive","1","AFFECTIVE-REACTION","camera","Author"
"14.2.1","Nikon Coolpix 4300","2024-08-23T09:50:17.127Z","User-T3Ca0","size","size","positive","1","SENTIMENT","","Author"
"14.2.2","Nikon Coolpix 4300","2024-08-23T09:50:17.127Z","User-T3Ca0","image quality","pictures","positive","1","AFFECTIVE-REACTION","","Author"
"14.3.1","Nikon Coolpix 4300","2024-08-23T09:50:17.127Z","User-T3Ca0","settings","settings","positive","1","STATEMENT","","Author"
"14.4.1","Nikon Coolpix 4300","2024-08-23T09:50:17.127Z","User-T3Ca0","picture","pictures","positive","1","AFFECTIVE-REACTION","prints, pics","Author"
"14.4.2","Nikon Coolpix 4300","2024-08-23T09:50:17.127Z","User-T3Ca0","image quality","pictures","positive","1","AFFECTIVE-REACTION","prints, pics","Author"
"14.5.1","Nikon Coolpix 4300","2024-08-23T09:50:17.127Z","User-T3Ca0","zoomed image","zoom","neutral","0","STATEMENT","quality, images","Author"
"14.6.1","Nikon Coolpix 4300","2024-08-23T09:50:17.127Z","User-T3Ca0","memory card","memory card","negative","-1","AFFECTIVE-REACTION","","Author"
"14.7.1","Nikon Coolpix 4300","2024-08-23T09:50:17.127Z","User-T3Ca0","image quality","pictures","positive","1","STATEMENT","","Author"
"14.8.1","Nikon Coolpix 4300","2024-08-23T09:50:17.127Z","User-T3Ca0","camera","camera","positive","1","AFFECTIVE-REACTION","m, perspective, camera, camper","Author"
"15.1.1","Nikon Coolpix 4300","2024-07-14T12:27:03.392Z","User-L7uij","camera","camera","positive","1","AFFECTIVE-REACTION","camera","Author"
"15.2.1","Nikon Coolpix 4300","2024-07-14T12:27:03.392Z","User-L7uij","other","other","positive","1","AFFECTIVE-REACTION","","Author, Others"
"15.3.1","Nikon Coolpix 4300","2024-07-14T12:27:03.392Z","User-L7uij","camera","camera","positive","1","AFFECTIVE-REACTION","buyer","Author"
"15.4.1","Nikon Coolpix 4300","2024-07-14T12:27:03.392Z","User-L7uij","4 mp","4 mp","negative","-1","STATEMENT","offsets, camera","Others"
"15.4.2","Nikon Coolpix 4300","2024-07-14T12:27:03.392Z","User-L7uij","cost","price","positive","1","AFFECTIVE-REACTION","offsets, camera","Others"
"15.4.3","Nikon Coolpix 4300","2024-07-14T12:27:03.392Z","User-L7uij","optical zoom","zoom","positive","1","AFFECTIVE-REACTION","offsets, camera","Others"
"15.4.4","Nikon Coolpix 4300","2024-07-14T12:27:03.392Z","User-L7uij","quality reputation","quality reputation","positive","1","STATEMENT","offsets, camera","Others"
"15.4.5","Nikon Coolpix 4300","2024-07-14T12:27:03.392Z","User-L7uij","package value","package value","positive","1","AFFECTIVE-REACTION","offsets, camera","Others"
"15.5.1","Nikon Coolpix 4300","2024-07-14T12:27:03.392Z","User-L7uij","picture","pictures","neutral","0","STATEMENT","lighting, thing, rooms, camera","Author"
"16.1.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","camera","camera","positive","1","AFFECTIVE-REACTION","nikon","Author"
"16.2.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","software","software","positive","1","STATEMENT","service","Author"
"16.2.2","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","online service","online service","negative","-1","SENTIMENT","service","Author"
"16.2.3","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","photo quality","pictures","positive","1","AFFECTIVE-REACTION","service","Author"
"16.3.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","camera","camera","positive","1","AFFECTIVE-REACTION","","Others"
"16.4.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","camera","camera","neutral","0","STATEMENT","","Author"
"16.5.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"16.6.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","photo quality","pictures","positive","1","SENTIMENT","photos","Author"
"16.7.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","camera","camera","neutral","0","STATEMENT","","Author"
"16.8.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","memory card","memory card","positive","1","AFFECTIVE-REACTION","memory","Author"
"16.9.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","other","other","negative","-1","AFFECTIVE-REACTION","","Author"
"16.10.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","memory card","memory card","positive","1","AFFECTIVE-REACTION","","Author"
"16.11.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","camera","camera","neutral","0","STATEMENT","","Author"
"16.12.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","camera","camera","negative","-1","AFFECTIVE-REACTION","","Author"
"16.13.1","Nikon Coolpix 4300","2024-07-08T13:59:28.899Z","User-lRg6b","camera","camera","negative","-1","STATEMENT","","Author"
"17.1.1","Nikon Coolpix 4300","2024-08-11T19:26:05.632Z","User-xiG0n","camera","camera","positive","1","AFFECTIVE-REACTION","usage, camera","Author"
"17.1.2","Nikon Coolpix 4300","2024-08-11T19:26:05.632Z","User-xiG0n","results","results","neutral","0","STATEMENT","usage, camera","Author"
"17.1.3","Nikon Coolpix 4300","2024-08-11T19:26:05.632Z","User-xiG0n","usage","usage","positive","1","AFFECTIVE-REACTION","usage, camera","Author"
"18.1.1","Nikon Coolpix 4300","2024-08-23T04:55:45.361Z","User-VagBU","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"18.2.1","Nikon Coolpix 4300","2024-08-23T04:55:45.361Z","User-VagBU","features","features","positive","1","AFFECTIVE-REACTION","","Author"
"18.3.1","Nikon Coolpix 4300","2024-08-23T04:55:45.361Z","User-VagBU","usability","usability","neutral","0","STATEMENT","enough","Others"
"18.3.2","Nikon Coolpix 4300","2024-08-23T04:55:45.361Z","User-VagBU","features","features","neutral","0","STATEMENT","enough","Others"
"18.4.1","Nikon Coolpix 4300","2024-08-23T04:55:45.361Z","User-VagBU","macro shots","macro shots","positive","1","STATEMENT","","Author"
"18.5.1","Nikon Coolpix 4300","2024-08-23T04:55:45.361Z","User-VagBU","picture quality","pictures","positive","1","AFFECTIVE-REACTION","friends, quality","Author"
"18.6.1","Nikon Coolpix 4300","2024-08-23T04:55:45.361Z","User-VagBU","autofocus","auto focus","neutral","0","STATEMENT","battery","Author"
"18.7.1","Nikon Coolpix 4300","2024-08-23T04:55:45.361Z","User-VagBU","autofocus","auto focus","positive","1","AFFECTIVE-REACTION","","Author"
"18.8.1","Nikon Coolpix 4300","2024-08-23T04:55:45.361Z","User-VagBU","battery life","battery","positive","1","AFFECTIVE-REACTION","Battery","Author"
"18.9.1","Nikon Coolpix 4300","2024-08-23T04:55:45.361Z","User-VagBU","battery","battery","positive","1","AFFECTIVE-REACTION","","Author"
"18.9.2","Nikon Coolpix 4300","2024-08-23T04:55:45.361Z","User-VagBU","storage","storage","positive","1","STATEMENT","","Author"
"19.1.1","Nikon Coolpix 4300","2024-07-03T04:28:56.681Z","User-qG9l1","camera","camera","neutral","0","STATEMENT","camera","Others"
"19.2.1","Nikon Coolpix 4300","2024-07-03T04:28:56.681Z","User-qG9l1","usage","usage","positive","1","STATEMENT","","Author"
"19.3.1","Nikon Coolpix 4300","2024-07-03T04:28:56.681Z","User-qG9l1","menus","menu","negative","-1","AFFECTIVE-REACTION","controls","Author"
"19.4.1","Nikon Coolpix 4300","2024-07-03T04:28:56.681Z","User-qG9l1","quality","quality","positive","1","AFFECTIVE-REACTION","","Author"
"19.5.1","Nikon Coolpix 4300","2024-07-03T04:28:56.681Z","User-qG9l1","size","size","positive","1","AFFECTIVE-REACTION","hands, person","Author"
"19.5.2","Nikon Coolpix 4300","2024-07-03T04:28:56.681Z","User-qG9l1","comfort","comfort","positive","1","STATEMENT","hands, person","Author"
"20.1.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","model 880, 885","model 880, 885","neutral","0","STATEMENT","","Author"
"20.2.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","nikon","camera","positive","1","AFFECTIVE-REACTION","brand, package","Author"
"20.3.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","flash card","flash card","positive","1","AFFECTIVE-REACTION","card","Author"
"20.4.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","256mb card","memory card","positive","1","AFFECTIVE-REACTION","","Author"
"20.6.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","rechargeable battery","battery","positive","1","AFFECTIVE-REACTION","","Author"
"20.7.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","extra battery","battery","neutral","0","STATEMENT","","Author"
"20.8.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","auto-focus assist light","auto focus","positive","1","SENTIMENT","shots, camera, situations, assist","Author"
"20.9.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","auto-focus assist light","auto focus","positive","1","SENTIMENT","things","Author"
"20.10.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","3x optical zoom","zoom","positive","1","AFFECTIVE-REACTION","","Author"
"20.11.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","optical zoom","zoom","positive","1","AFFECTIVE-REACTION","","Author"
"20.12.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","digital zoom","zoom","positive","1","AFFECTIVE-REACTION","","Author"
"20.15.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","manual mode","manual mode","negative","-1","STATEMENT","shudder","Others"
"20.16.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","drawbacks","drawbacks","positive","1","AFFECTIVE-REACTION","","Author"
"20.18.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","camera","camera","positive","1","SENTIMENT","camera","Author"
"20.19.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","durability","durability","positive","1","STATEMENT","","Author"
"20.20.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","macro shots","macro shots","neutral","0","STATEMENT","","Author"
"20.21.1","Nikon Coolpix 4300","2024-08-17T04:33:35.937Z","User-8afHQ","menus and features","menu","positive","1","AFFECTIVE-REACTION","menus, features","Author"
"21.1.1","Nikon Coolpix 4300","2024-07-28T06:51:42.840Z","User-tR6Ad","camera","camera","neutral","0","STATEMENT","","Author"
"21.2.1","Nikon Coolpix 4300","2024-07-28T06:51:42.840Z","User-tR6Ad","pictures","pictures","positive","1","STATEMENT","picturers","Author"
"21.3.1","Nikon Coolpix 4300","2024-07-28T06:51:42.840Z","User-tR6Ad","camera","camera","positive","1","AFFECTIVE-REACTION","time","Author"
"21.4.1","Nikon Coolpix 4300","2024-07-28T06:51:42.840Z","User-tR6Ad","nikon 4300","camera","neutral","0","STATEMENT","","Author"
"22.1.1","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","brand","brand","positive","1","AFFECTIVE-REACTION","","Author"
"22.2.1","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","camera","camera","positive","1","SENTIMENT","card, pixel, ultra, combos","Author"
"22.2.2","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","picture quality","pictures","positive","1","AFFECTIVE-REACTION","card, pixel, ultra, combos","Author"
"22.2.3","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","user-friendly functions","user-friendly functions","neutral","0","STATEMENT","card, pixel, ultra, combos","Author"
"22.3.1","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","txt file","txt file","negative","-1","STATEMENT","","Author"
"22.4.1","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","compact digital camera","compact digital camera","neutral","0","STATEMENT","camera, children","Others"
"22.5.1","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","flash card","flash card","positive","1","AFFECTIVE-REACTION","card, capacity","Author"
"22.6.1","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","time saving","time saving","positive","1","AFFECTIVE-REACTION","moment, picture, money","Others"
"22.7.1","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","battery","battery","negative","-1","STATEMENT","battery","Others"
"22.8.1","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","rechargeable","battery","neutral","0","STATEMENT","environment, money","Others"
"22.9.1","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","storage capacity","storage capacity","positive","1","AFFECTIVE-REACTION","thing, quality","Author"
"22.10.1","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","expectation","expectation","positive","1","SENTIMENT","","Author"
"22.11.1","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","clarification","clarification","neutral","0","STATEMENT","","Author"
"22.12.1","Nikon Coolpix 4300","2024-08-04T09:49:37.661Z","User-RQfln","nikon","camera","negative","-1","STATEMENT","","Author"
"23.1.1","Nikon Coolpix 4300","2024-07-13T01:44:14.944Z","User-9dlCA","camera","camera","positive","1","AFFECTIVE-REACTION","pictures, camera","Author"
"23.1.2","Nikon Coolpix 4300","2024-07-13T01:44:14.944Z","User-9dlCA","digital camera","digital camera","positive","1","AFFECTIVE-REACTION","pictures, camera","Author"
"23.1.3","Nikon Coolpix 4300","2024-07-13T01:44:14.944Z","User-9dlCA","operating ease","operating ease","positive","1","AFFECTIVE-REACTION","pictures, camera","Author"
"23.2.1","Nikon Coolpix 4300","2024-07-13T01:44:14.944Z","User-9dlCA","quality","quality","positive","1","STATEMENT","pictures","Author"
"23.2.2","Nikon Coolpix 4300","2024-07-13T01:44:14.944Z","User-9dlCA","versatility","versatility","positive","1","AFFECTIVE-REACTION","pictures","Author"
"23.3.1","Nikon Coolpix 4300","2024-07-13T01:44:14.944Z","User-9dlCA","camera","camera","negative","-1","AFFECTIVE-REACTION","","Author"
"24.1.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","budget","price","positive","1","AFFECTIVE-REACTION","size","Author"
"24.1.2","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","resolution","resolution","positive","1","SENTIMENT","size","Author"
"24.1.3","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","optical clarity and color","optics","positive","1","AFFECTIVE-REACTION","size","Author"
"24.1.4","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","shutter lag","shutter lag","positive","1","AFFECTIVE-REACTION","size","Author"
"24.1.5","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","compact size","compact size","neutral","0","STATEMENT","size","Author"
"24.1.6","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","camera grip","camera grip","positive","1","AFFECTIVE-REACTION","size","Author"
"24.2.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","research","research","negative","-1","AFFECTIVE-REACTION","test","Author"
"24.3.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","nikon coolpix 4300","camera","neutral","0","STATEMENT","","Author"
"24.4.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","camera","camera","neutral","0","STATEMENT","camera, expectations","Author"
"24.5.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","daylight pictures","daylight pictures","positive","1","AFFECTIVE-REACTION","shots, daylight","Author"
"24.5.2","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","indoor shots","indoor shots","positive","1","SENTIMENT","shots, daylight","Author"
"24.6.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","shutter lag","shutter lag","positive","1","AFFECTIVE-REACTION","card, frame, speed","Author"
"24.6.2","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","next frame advance","next frame advance","positive","1","STATEMENT","card, frame, speed","Author"
"24.7.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","uploading images","uploading images","negative","-1","SENTIMENT","","Author"
"24.8.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","indoor shots","indoor shots","positive","1","AFFECTIVE-REACTION","cameras","Author"
"24.9.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","slave flash unit","slave flash unit","neutral","0","STATEMENT","flash unit","Author"
"24.10.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","battery life","battery","negative","-1","STATEMENT","side, situations","Author"
"24.11.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","outdoor shots","outdoor shots","negative","-1","AFFECTIVE-REACTION","","Author"
"24.11.2","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","battery","battery","neutral","0","STATEMENT","","Author"
"24.12.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","back-up battery","back-up battery","neutral","0","STATEMENT","","Author"
"24.13.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","picture editing software","picture editing software","positive","1","STATEMENT","","Author"
"24.14.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","photosuite","photosuite","positive","1","SENTIMENT","","Author"
"24.15.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","indoor shots","indoor shots","negative","-1","AFFECTIVE-REACTION","reviews, camera","Author"
"24.16.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","focusing","focusing","positive","1","AFFECTIVE-REACTION","kitchen, focusing","Author"
"24.17.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","camera","camera","positive","1","AFFECTIVE-REACTION","quality, camera, anyone","Author"
"24.18.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","camera","camera","positive","1","STATEMENT","camera","Author"
"24.19.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","accessories","accessories","negative","-1","AFFECTIVE-REACTION","","Author"
"24.20.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","digi-slave dsf-1s flash unit","digi-slave dsf-1s flash unit","neutral","0","STATEMENT","unit","Author"
"24.21.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","bracket","bracket","positive","1","AFFECTIVE-REACTION","head, hand","Author"
"24.22.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","adapter","adapter","positive","1","AFFECTIVE-REACTION","","Author"
"24.22.2","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","lens cap","lens","neutral","0","STATEMENT","","Author"
"24.22.3","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","filter set","filter set","positive","1","AFFECTIVE-REACTION","","Author"
"24.23.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","protection","protection","neutral","0","STATEMENT","camera, use","Author"
"24.23.2","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","filters","filters","negative","-1","STATEMENT","camera, use","Author"
"24.24.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","adapter","adapter","positive","1","AFFECTIVE-REACTION","","Author"
"24.25.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","camera","camera","positive","1","SENTIMENT","","Others"
"24.26.1","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","photography","pictures","positive","1","STATEMENT","filters","Others"
"24.26.2","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","case fit","case fit","positive","1","STATEMENT","filters","Others"
"24.26.3","Nikon Coolpix 4300","2024-08-31T06:19:40.555Z","User-WW3YP","filters","filters","neutral","0","STATEMENT","filters","Others"
"25.1.1","Nikon Coolpix 4300","2024-08-24T07:37:12.687Z","User-3b9G4","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"25.2.1","Nikon Coolpix 4300","2024-08-24T07:37:12.687Z","User-3b9G4","camera","camera","positive","1","AFFECTIVE-REACTION","camera","Author"
"25.3.1","Nikon Coolpix 4300","2024-08-24T07:37:12.687Z","User-3b9G4","pictures","pictures","positive","1","STATEMENT","pictures","Author"
"25.4.1","Nikon Coolpix 4300","2024-08-24T07:37:12.687Z","User-3b9G4","manual","manual","negative","-1","STATEMENT","","Author"
"25.4.2","Nikon Coolpix 4300","2024-08-24T07:37:12.687Z","User-3b9G4","usability","usability","positive","1","SENTIMENT","","Author"
"25.5.1","Nikon Coolpix 4300","2024-08-24T07:37:12.687Z","User-3b9G4","size","size","neutral","0","STATEMENT","","Author"
"25.6.1","Nikon Coolpix 4300","2024-08-24T07:37:12.687Z","User-3b9G4","quick pictures","quick pictures","negative","-1","SENTIMENT","","Author"
"25.7.1","Nikon Coolpix 4300","2024-08-24T07:37:12.687Z","User-3b9G4","manual","manual","neutral","0","STATEMENT","","Author"
"26.1.1","Nikon Coolpix 4300","2024-07-01T15:56:12.958Z","User-vyQnL","rating","rating","neutral","0","STATEMENT","rating","Others"
"26.2.1","Nikon Coolpix 4300","2024-07-01T15:56:12.958Z","User-vyQnL","camera","camera","negative","-1","AFFECTIVE-REACTION","","Author"
"26.3.1","Nikon Coolpix 4300","2024-07-01T15:56:12.958Z","User-vyQnL","camera","camera","positive","1","STATEMENT","","Author"
"26.4.1","Nikon Coolpix 4300","2024-07-01T15:56:12.958Z","User-vyQnL","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"26.5.1","Nikon Coolpix 4300","2024-07-01T15:56:12.958Z","User-vyQnL","camera","camera","neutral","0","STATEMENT","","Author"
"26.6.1","Nikon Coolpix 4300","2024-07-01T15:56:12.958Z","User-vyQnL","autofocus","auto focus","positive","1","AFFECTIVE-REACTION","fun, mode","Author"
"26.6.2","Nikon Coolpix 4300","2024-07-01T15:56:12.958Z","User-vyQnL","scene mode","scene mode","positive","1","STATEMENT","fun, mode","Author"
"26.7.1","Nikon Coolpix 4300","2024-07-01T15:56:12.958Z","User-vyQnL","accessory","accessories","positive","1","AFFECTIVE-REACTION","mb, battery","Author"
"26.8.1","Nikon Coolpix 4300","2024-07-01T15:56:12.958Z","User-vyQnL","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"27.1.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","camera","camera","positive","1","AFFECTIVE-REACTION","","Author"
"27.2.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","camera","camera","positive","1","SENTIMENT","","Author"
"27.3.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","purchase","price","neutral","0","STATEMENT","purchase","Author"
"27.4.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","picture quality","pictures","negative","-1","STATEMENT","","Author"
"27.5.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","indoor shots","indoor shots","negative","-1","STATEMENT","shots","Author"
"27.6.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","convenience","convenience","neutral","0","STATEMENT","pictures","Author"
"27.7.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","camera","camera","neutral","0","STATEMENT","","Author"
"27.8.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","purchase","price","neutral","0","STATEMENT","","Author"
"27.9.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","battery life","battery","positive","1","STATEMENT","","Author"
"27.10.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","storage","storage","positive","1","STATEMENT","","Author"
"27.11.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","storage","storage","positive","1","AFFECTIVE-REACTION","storage, amount","Author"
"27.12.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","controls","controls","positive","1","AFFECTIVE-REACTION","controls, camera, numbskulls","Author"
"27.14.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","regular mode","regular mode","positive","1","STATEMENT","","Author"
"27.15.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","scene mode","scene mode","neutral","0","STATEMENT","","Author"
"27.16.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","optical zoom","zoom","positive","1","AFFECTIVE-REACTION","camera","Author"
"27.17.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","optical setting","optics","positive","1","AFFECTIVE-REACTION","setting, %","Author"
"27.18.1","Nikon Coolpix 4300","2024-07-11T16:52:03.869Z","User-O8k3h","camera","camera","positive","1","AFFECTIVE-REACTION","","Others"
"28.1.1","Nikon Coolpix 4300","2024-07-29T04:25:44.151Z","User-ugj0Z","camera","camera","negative","-1","AFFECTIVE-REACTION","","Others"
"28.2.1","Nikon Coolpix 4300","2024-07-29T04:25:44.151Z","User-ugj0Z","picture quality","pictures","positive","1","AFFECTIVE-REACTION","picture, gem","Author"
"28.3.1","Nikon Coolpix 4300","2024-07-29T04:25:44.151Z","User-ugj0Z","nikon","camera","positive","1","STATEMENT","","Author"
"28.4.1","Nikon Coolpix 4300","2024-07-29T04:25:44.151Z","User-ugj0Z","accessory","accessories","positive","1","STATEMENT","array, fun","Author"
"28.5.1","Nikon Coolpix 4300","2024-07-29T04:25:44.151Z","User-ugj0Z","picture quality","pictures","positive","1","AFFECTIVE-REACTION","","Author"
"28.6.1","Nikon Coolpix 4300","2024-07-29T04:25:44.151Z","User-ugj0Z","design","design","positive","1","AFFECTIVE-REACTION","quality","Author"
"28.6.2","Nikon Coolpix 4300","2024-07-29T04:25:44.151Z","User-ugj0Z","construction","construction","neutral","0","STATEMENT","quality","Author"
