"ID","product","time","user","aspect","norm_asp","polarity","norm_pol","sarst"
"15.1.1","Nikon Coolpix 4300","2024-05-05T05:49:14.143Z","User-jlOgx","camera","camera","positive","1","AFFECTIVE-REACTION"
"15.2.1","Nikon Coolpix 4300","2024-05-05T05:49:14.143Z","User-jlOgx","other","other","neutral","0","STATEMENT"
"15.3.1","Nikon Coolpix 4300","2024-05-05T05:49:14.143Z","User-jlOgx","camera","camera","positive","1","STATEMENT"
"15.4.1","Nikon Coolpix 4300","2024-05-05T05:49:14.143Z","User-jlOgx","4 mp","4 mp","neutral","0","STATEMENT"
"15.4.2","Nikon Coolpix 4300","2024-05-05T05:49:14.143Z","User-jlOgx","cost","price","negative","-1","AFFECTIVE-REACTION"
"15.4.3","Nikon Coolpix 4300","2024-05-05T05:49:14.143Z","User-jlOgx","optical zoom","zoom","negative","-1","AFFECTIVE-REACTION"
"15.4.4","Nikon Coolpix 4300","2024-05-05T05:49:14.143Z","User-jlOgx","quality reputation","quality reputation","negative","-1","AFFECTIVE-REACTION"
"15.4.5","Nikon Coolpix 4300","2024-05-05T05:49:14.143Z","User-jlOgx","package value","package value","positive","1","STATEMENT"
"15.5.1","Nikon Coolpix 4300","2024-05-05T05:49:14.143Z","User-jlOgx","picture","pictures","positive","1","STATEMENT"
"16.1.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","camera","camera","positive","1","SENTIMENT"
"16.2.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","software","software","positive","1","AFFECTIVE-REACTION"
"16.2.2","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","online service","online service","positive","1","AFFECTIVE-REACTION"
"16.2.3","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","photo quality","pictures","positive","1","AFFECTIVE-REACTION"
"16.3.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","camera","camera","positive","1","AFFECTIVE-REACTION"
"16.4.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","camera","camera","neutral","0","STATEMENT"
"16.5.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","camera","camera","neutral","0","STATEMENT"
"16.6.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","photo quality","pictures","positive","1","AFFECTIVE-REACTION"
"16.7.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","camera","camera","positive","1","STATEMENT"
"16.8.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","memory card","memory card","positive","1","AFFECTIVE-REACTION"
"16.9.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","other","other","positive","1","STATEMENT"
"16.10.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","memory card","memory card","positive","1","STATEMENT"
"16.11.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","camera","camera","positive","1","AFFECTIVE-REACTION"
"16.12.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","camera","camera","positive","1","STATEMENT"
"16.13.1","Nikon Coolpix 4300","2024-05-13T07:38:07.805Z","User-Ey72L","camera","camera","neutral","0","STATEMENT"
"17.1.1","Nikon Coolpix 4300","2024-05-31T14:17:25.192Z","User-PW0AY","camera","camera","positive","1","AFFECTIVE-REACTION"
"17.1.2","Nikon Coolpix 4300","2024-05-31T14:17:25.192Z","User-PW0AY","results","results","positive","1","AFFECTIVE-REACTION"
"17.1.3","Nikon Coolpix 4300","2024-05-31T14:17:25.192Z","User-PW0AY","usage","usage","positive","1","STATEMENT"
"18.1.1","Nikon Coolpix 4300","2024-05-26T11:10:46.273Z","User-zOnOv","camera","camera","neutral","0","STATEMENT"
"18.2.1","Nikon Coolpix 4300","2024-05-26T11:10:46.273Z","User-zOnOv","features","features","positive","1","AFFECTIVE-REACTION"
"18.3.1","Nikon Coolpix 4300","2024-05-26T11:10:46.273Z","User-zOnOv","usability","usability","positive","1","AFFECTIVE-REACTION"
"18.3.2","Nikon Coolpix 4300","2024-05-26T11:10:46.273Z","User-zOnOv","features","features","positive","1","STATEMENT"
"18.4.1","Nikon Coolpix 4300","2024-05-26T11:10:46.273Z","User-zOnOv","macro shots","macro shots","positive","1","STATEMENT"
"18.5.1","Nikon Coolpix 4300","2024-05-26T11:10:46.273Z","User-zOnOv","picture quality","pictures","positive","1","AFFECTIVE-REACTION"
"18.6.1","Nikon Coolpix 4300","2024-05-26T11:10:46.273Z","User-zOnOv","autofocus","auto focus","negative","-1","STATEMENT"
"18.7.1","Nikon Coolpix 4300","2024-05-26T11:10:46.273Z","User-zOnOv","autofocus","auto focus","neutral","0","STATEMENT"
"18.8.1","Nikon Coolpix 4300","2024-05-26T11:10:46.273Z","User-zOnOv","battery life","battery","neutral","0","STATEMENT"
"18.9.1","Nikon Coolpix 4300","2024-05-26T11:10:46.273Z","User-zOnOv","battery","battery","neutral","0","STATEMENT"
"18.9.2","Nikon Coolpix 4300","2024-05-26T11:10:46.273Z","User-zOnOv","storage","storage","positive","1","AFFECTIVE-REACTION"
"19.1.1","Nikon Coolpix 4300","2024-05-09T16:43:52.570Z","User-kHKUV","camera","camera","positive","1","AFFECTIVE-REACTION"
"19.2.1","Nikon Coolpix 4300","2024-05-09T16:43:52.570Z","User-kHKUV","usage","usage","neutral","0","STATEMENT"
"19.3.1","Nikon Coolpix 4300","2024-05-09T16:43:52.570Z","User-kHKUV","menus","menu","positive","1","AFFECTIVE-REACTION"
"19.4.1","Nikon Coolpix 4300","2024-05-09T16:43:52.570Z","User-kHKUV","quality","quality","positive","1","AFFECTIVE-REACTION"
"19.5.1","Nikon Coolpix 4300","2024-05-09T16:43:52.570Z","User-kHKUV","size","size","positive","1","AFFECTIVE-REACTION"
"19.5.2","Nikon Coolpix 4300","2024-05-09T16:43:52.570Z","User-kHKUV","comfort","comfort","negative","-1","AFFECTIVE-REACTION"
"20.1.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","model 880, 885","model 880, 885","positive","1","AFFECTIVE-REACTION"
"20.2.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","nikon","camera","positive","1","SENTIMENT"
"20.3.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","flash card","flash card","neutral","0","STATEMENT"
"20.4.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","256mb card","memory card","positive","1","STATEMENT"
"20.6.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","rechargeable battery","battery","negative","-1","STATEMENT"
"20.7.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","extra battery","battery","positive","1","STATEMENT"
"20.8.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","auto-focus assist light","auto focus","negative","-1","AFFECTIVE-REACTION"
"20.9.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","auto-focus assist light","auto focus","neutral","0","STATEMENT"
"20.10.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","3x optical zoom","zoom","neutral","0","STATEMENT"
"20.11.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","optical zoom","zoom","negative","-1","STATEMENT"
"20.12.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","digital zoom","zoom","negative","-1","STATEMENT"
"20.15.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","manual mode","manual mode","neutral","0","STATEMENT"
"20.16.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","drawbacks","drawbacks","positive","1","AFFECTIVE-REACTION"
"20.18.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","camera","camera","positive","1","AFFECTIVE-REACTION"
"20.19.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","durability","durability","positive","1","STATEMENT"
"20.20.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","macro shots","macro shots","positive","1","AFFECTIVE-REACTION"
"20.21.1","Nikon Coolpix 4300","2024-05-30T21:36:16.504Z","User-lVxVo","menus and features","menu","positive","1","AFFECTIVE-REACTION"
"21.1.1","Nikon Coolpix 4300","2024-05-05T10:31:16.883Z","User-lR7Ec","camera","camera","positive","1","STATEMENT"
"21.2.1","Nikon Coolpix 4300","2024-05-05T10:31:16.883Z","User-lR7Ec","pictures","pictures","positive","1","AFFECTIVE-REACTION"
"21.3.1","Nikon Coolpix 4300","2024-05-05T10:31:16.883Z","User-lR7Ec","camera","camera","positive","1","STATEMENT"
"21.4.1","Nikon Coolpix 4300","2024-05-05T10:31:16.883Z","User-lR7Ec","nikon 4300","camera","positive","1","AFFECTIVE-REACTION"
"22.1.1","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","brand","brand","positive","1","STATEMENT"
"22.2.1","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","camera","camera","neutral","0","STATEMENT"
"22.2.2","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","picture quality","pictures","positive","1","AFFECTIVE-REACTION"
"22.2.3","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","user-friendly functions","user-friendly functions","positive","1","AFFECTIVE-REACTION"
"22.3.1","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","txt file","txt file","positive","1","STATEMENT"
"22.4.1","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","compact digital camera","compact digital camera","positive","1","STATEMENT"
"22.5.1","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","flash card","flash card","positive","1","STATEMENT"
"22.6.1","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","time saving","time saving","positive","1","STATEMENT"
"22.7.1","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","battery","battery","positive","1","AFFECTIVE-REACTION"
"22.8.1","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","rechargeable","battery","positive","1","STATEMENT"
"22.9.1","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","storage capacity","storage capacity","negative","-1","AFFECTIVE-REACTION"
"22.10.1","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","expectation","expectation","negative","-1","STATEMENT"
"22.11.1","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","clarification","clarification","neutral","0","STATEMENT"
"22.12.1","Nikon Coolpix 4300","2024-05-07T06:16:28.634Z","User-L2dbh","nikon","camera","positive","1","SENTIMENT"
"23.1.1","Nikon Coolpix 4300","2024-05-20T14:43:34.792Z","User-AEjG2","camera","camera","positive","1","AFFECTIVE-REACTION"
"23.1.2","Nikon Coolpix 4300","2024-05-20T14:43:34.792Z","User-AEjG2","digital camera","digital camera","positive","1","STATEMENT"
"23.1.3","Nikon Coolpix 4300","2024-05-20T14:43:34.792Z","User-AEjG2","operating ease","operating ease","positive","1","STATEMENT"
"23.2.1","Nikon Coolpix 4300","2024-05-20T14:43:34.792Z","User-AEjG2","quality","quality","positive","1","SENTIMENT"
"23.2.2","Nikon Coolpix 4300","2024-05-20T14:43:34.792Z","User-AEjG2","versatility","versatility","positive","1","AFFECTIVE-REACTION"
"23.3.1","Nikon Coolpix 4300","2024-05-20T14:43:34.792Z","User-AEjG2","camera","camera","positive","1","STATEMENT"
"24.1.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","budget","price","neutral","0","STATEMENT"
"24.1.2","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","resolution","resolution","neutral","0","STATEMENT"
"24.1.3","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","optical clarity and color","optics","neutral","0","STATEMENT"
"24.1.4","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","shutter lag","shutter lag","negative","-1","AFFECTIVE-REACTION"
"24.1.5","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","compact size","compact size","positive","1","STATEMENT"
"24.1.6","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","camera grip","camera grip","positive","1","AFFECTIVE-REACTION"
"24.2.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","research","research","neutral","0","STATEMENT"
"24.3.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","nikon coolpix 4300","camera","positive","1","AFFECTIVE-REACTION"
"24.4.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","camera","camera","positive","1","STATEMENT"
"24.5.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","daylight pictures","daylight pictures","positive","1","AFFECTIVE-REACTION"
"24.5.2","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","indoor shots","indoor shots","positive","1","AFFECTIVE-REACTION"
"24.6.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","shutter lag","shutter lag","negative","-1","AFFECTIVE-REACTION"
"24.6.2","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","next frame advance","next frame advance","positive","1","STATEMENT"
"24.7.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","uploading images","uploading images","positive","1","AFFECTIVE-REACTION"
"24.8.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","indoor shots","indoor shots","negative","-1","STATEMENT"
"24.9.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","slave flash unit","slave flash unit","neutral","0","STATEMENT"
"24.10.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","battery life","battery","negative","-1","STATEMENT"
"24.11.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","outdoor shots","outdoor shots","neutral","0","STATEMENT"
"24.11.2","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","battery","battery","negative","-1","STATEMENT"
"24.12.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","back-up battery","back-up battery","positive","1","STATEMENT"
"24.13.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","picture editing software","picture editing software","neutral","0","STATEMENT"
"24.14.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","photosuite","photosuite","positive","1","STATEMENT"
"24.15.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","indoor shots","indoor shots","negative","-1","AFFECTIVE-REACTION"
"24.16.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","focusing","focusing","positive","1","AFFECTIVE-REACTION"
"24.17.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","camera","camera","positive","1","SENTIMENT"
"24.18.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","camera","camera","positive","1","SENTIMENT"
"24.19.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","accessories","accessories","positive","1","STATEMENT"
"24.20.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","digi-slave dsf-1s flash unit","digi-slave dsf-1s flash unit","positive","1","STATEMENT"
"24.21.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","bracket","bracket","neutral","0","STATEMENT"
"24.22.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","adapter","adapter","neutral","0","STATEMENT"
"24.22.2","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","lens cap","lens","neutral","0","STATEMENT"
"24.22.3","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","filter set","filter set","positive","1","STATEMENT"
"24.23.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","protection","protection","neutral","0","STATEMENT"
"24.23.2","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","filters","filters","positive","1","STATEMENT"
"24.24.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","adapter","adapter","neutral","0","STATEMENT"
"24.25.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","camera","camera","positive","1","STATEMENT"
"24.26.1","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","photography","pictures","neutral","0","STATEMENT"
"24.26.2","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","case fit","case fit","neutral","0","STATEMENT"
"24.26.3","Nikon Coolpix 4300","2024-05-27T05:48:09.446Z","User-nl08C","filters","filters","negative","-1","AFFECTIVE-REACTION"
"25.1.1","Nikon Coolpix 4300","2024-05-31T23:17:20.050Z","User-Di2hl","camera","camera","positive","1","AFFECTIVE-REACTION"
"25.2.1","Nikon Coolpix 4300","2024-05-31T23:17:20.050Z","User-Di2hl","camera","camera","positive","1","AFFECTIVE-REACTION"
"25.3.1","Nikon Coolpix 4300","2024-05-31T23:17:20.050Z","User-Di2hl","pictures","pictures","positive","1","AFFECTIVE-REACTION"
"25.4.1","Nikon Coolpix 4300","2024-05-31T23:17:20.050Z","User-Di2hl","manual","manual","positive","1","AFFECTIVE-REACTION"
"25.4.2","Nikon Coolpix 4300","2024-05-31T23:17:20.050Z","User-Di2hl","usability","usability","positive","1","AFFECTIVE-REACTION"
"25.5.1","Nikon Coolpix 4300","2024-05-31T23:17:20.050Z","User-Di2hl","size","size","positive","1","STATEMENT"
"25.6.1","Nikon Coolpix 4300","2024-05-31T23:17:20.050Z","User-Di2hl","quick pictures","quick pictures","negative","-1","STATEMENT"
"25.7.1","Nikon Coolpix 4300","2024-05-31T23:17:20.050Z","User-Di2hl","manual","manual","negative","-1","STATEMENT"
"26.1.1","Nikon Coolpix 4300","2024-05-30T04:17:26.872Z","User-UVhbl","rating","rating","neutral","0","STATEMENT"
"26.2.1","Nikon Coolpix 4300","2024-05-30T04:17:26.872Z","User-UVhbl","camera","camera","positive","1","STATEMENT"
"26.3.1","Nikon Coolpix 4300","2024-05-30T04:17:26.872Z","User-UVhbl","camera","camera","positive","1","STATEMENT"
"26.4.1","Nikon Coolpix 4300","2024-05-30T04:17:26.872Z","User-UVhbl","camera","camera","positive","1","STATEMENT"
"26.5.1","Nikon Coolpix 4300","2024-05-30T04:17:26.872Z","User-UVhbl","camera","camera","positive","1","AFFECTIVE-REACTION"
"26.6.1","Nikon Coolpix 4300","2024-05-30T04:17:26.872Z","User-UVhbl","autofocus","auto focus","neutral","0","STATEMENT"
"26.6.2","Nikon Coolpix 4300","2024-05-30T04:17:26.872Z","User-UVhbl","scene mode","scene mode","positive","1","STATEMENT"
"26.7.1","Nikon Coolpix 4300","2024-05-30T04:17:26.872Z","User-UVhbl","accessory","accessories","positive","1","STATEMENT"
"26.8.1","Nikon Coolpix 4300","2024-05-30T04:17:26.872Z","User-UVhbl","camera","camera","positive","1","STATEMENT"
"27.1.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","camera","camera","neutral","0","STATEMENT"
"27.2.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","camera","camera","positive","1","STATEMENT"
"27.3.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","purchase","price","positive","1","AFFECTIVE-REACTION"
"27.4.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","picture quality","pictures","positive","1","STATEMENT"
"27.5.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","indoor shots","indoor shots","negative","-1","AFFECTIVE-REACTION"
"27.6.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","convenience","convenience","positive","1","STATEMENT"
"27.7.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","camera","camera","positive","1","AFFECTIVE-REACTION"
"27.8.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","purchase","price","neutral","0","STATEMENT"
"27.9.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","battery life","battery","positive","1","STATEMENT"
"27.10.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","storage","storage","negative","-1","STATEMENT"
"27.11.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","storage","storage","neutral","0","STATEMENT"
"27.12.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","controls","controls","negative","-1","STATEMENT"
"27.14.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","regular mode","regular mode","positive","1","STATEMENT"
"27.15.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","scene mode","scene mode","positive","1","STATEMENT"
"27.16.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","optical zoom","zoom","negative","-1","AFFECTIVE-REACTION"
"27.17.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","optical setting","optics","positive","1","STATEMENT"
"27.18.1","Nikon Coolpix 4300","2024-05-02T10:47:08.144Z","User-Ioxc0","camera","camera","positive","1","STATEMENT"
"28.1.1","Nikon Coolpix 4300","2024-05-15T07:58:45.813Z","User-UbXPh","camera","camera","positive","1","AFFECTIVE-REACTION"
"28.2.1","Nikon Coolpix 4300","2024-05-15T07:58:45.813Z","User-UbXPh","picture quality","pictures","positive","1","AFFECTIVE-REACTION"
"28.3.1","Nikon Coolpix 4300","2024-05-15T07:58:45.813Z","User-UbXPh","nikon","camera","positive","1","AFFECTIVE-REACTION"
"28.4.1","Nikon Coolpix 4300","2024-05-15T07:58:45.813Z","User-UbXPh","accessory","accessories","positive","1","AFFECTIVE-REACTION"
"28.5.1","Nikon Coolpix 4300","2024-05-15T07:58:45.813Z","User-UbXPh","picture quality","pictures","positive","1","AFFECTIVE-REACTION"
"28.6.1","Nikon Coolpix 4300","2024-05-15T07:58:45.813Z","User-UbXPh","design","design","positive","1","AFFECTIVE-REACTION"
"28.6.2","Nikon Coolpix 4300","2024-05-15T07:58:45.813Z","User-UbXPh","construction","construction","positive","1","AFFECTIVE-REACTION"
"28.6.3","Nikon Coolpix 4300","2024-05-15T07:58:45.813Z","User-UbXPh","nikon optics","optics","negative","-1","AFFECTIVE-REACTION"
"28.7.1","Nikon Coolpix 4300","2024-05-15T07:58:45.813Z","User-UbXPh","other","other","neutral","0","STATEMENT"
"28.8.1","Nikon Coolpix 4300","2024-05-15T07:58:45.813Z","User-UbXPh","camera","camera","positive","1","STATEMENT"
"29.1.1","Nikon Coolpix 4300","2024-05-05T22:58:40.455Z","User-NuOxz","camera","camera","neutral","0","STATEMENT"
"29.2.1","Nikon Coolpix 4300","2024-05-05T22:58:40.455Z","User-NuOxz","camera","camera","positive","1","AFFECTIVE-REACTION"
"30.1.1","Nikon Coolpix 4300","2024-05-27T19:57:01.312Z","User-lvAIo","camera","camera","positive","1","SENTIMENT"
"30.2.1","Nikon Coolpix 4300","2024-05-27T19:57:01.312Z","User-lvAIo","picture","pictures","positive","1","STATEMENT"
"30.3.1","Nikon Coolpix 4300","2024-05-27T19:57:01.312Z","User-lvAIo","picture","pictures","positive","1","STATEMENT"
"30.4.1","Nikon Coolpix 4300","2024-05-27T19:57:01.312Z","User-lvAIo","camera","camera","positive","1","AFFECTIVE-REACTION"
"30.5.1","Nikon Coolpix 4300","2024-05-27T19:57:01.312Z","User-lvAIo","picture quality","pictures","positive","1","AFFECTIVE-REACTION"
"30.5.2","Nikon Coolpix 4300","2024-05-27T19:57:01.312Z","User-lvAIo","movie","movie","positive","1","AFFECTIVE-REACTION"
"30.6.1","Nikon Coolpix 4300","2024-05-27T19:57:01.312Z","User-lvAIo","connection","connection","neutral","0","STATEMENT"
"30.7.1","Nikon Coolpix 4300","2024-05-27T19:57:01.312Z","User-lvAIo","other","other","neutral","0","STATEMENT"
"30.8.1","Nikon Coolpix 4300","2024-05-27T19:57:01.312Z","User-lvAIo","connection","connection","positive","1","AFFECTIVE-REACTION"
"30.9.1","Nikon Coolpix 4300","2024-05-27T19:57:01.312Z","User-lvAIo","lense cap","lens","positive","1","AFFECTIVE-REACTION"
"30.10.1","Nikon Coolpix 4300","2024-05-27T19:57:01.312Z","User-lvAIo","battery","battery","positive","1","AFFECTIVE-REACTION"
"30.11.1","Nikon Coolpix 4300","2024-05-27T19:57:01.312Z","User-lvAIo","camera","camera","positive","1","AFFECTIVE-REACTION"
"31.1.1","Nikon Coolpix 4300","2024-05-29T23:27:15.491Z","User-PoIJS","camera","camera","positive","1","STATEMENT"
"31.2.1","Nikon Coolpix 4300","2024-05-29T23:27:15.491Z","User-PoIJS","ease of use","usability","positive","1","AFFECTIVE-REACTION"
"31.2.2","Nikon Coolpix 4300","2024-05-29T23:27:15.491Z","User-PoIJS","features","features","positive","1","SENTIMENT"
"31.3.1","Nikon Coolpix 4300","2024-05-29T23:27:15.491Z","User-PoIJS","weight","weight","positive","1","AFFECTIVE-REACTION"
"31.3.2","Nikon Coolpix 4300","2024-05-29T23:27:15.491Z","User-PoIJS","picture","pictures","positive","1","AFFECTIVE-REACTION"
"31.4.1","Nikon Coolpix 4300","2024-05-29T23:27:15.491Z","User-PoIJS","continuous shot mode","continuous shot mode","positive","1","SENTIMENT"
"31.5.1","Nikon Coolpix 4300","2024-05-29T23:27:15.491Z","User-PoIJS","photo quality","pictures","positive","1","SENTIMENT"
"31.6.1","Nikon Coolpix 4300","2024-05-29T23:27:15.491Z","User-PoIJS","8mb card","memory card","negative","-1","AFFECTIVE-REACTION"
"31.7.1","Nikon Coolpix 4300","2024-05-29T23:27:15.491Z","User-PoIJS","8mb","memory card","negative","-1","STATEMENT"
"31.8.1","Nikon Coolpix 4300","2024-05-29T23:27:15.491Z","User-PoIJS","memory card","memory card","positive","1","AFFECTIVE-REACTION"
"31.9.1","Nikon Coolpix 4300","2024-05-29T23:27:15.491Z","User-PoIJS","memory card","memory card","neutral","0","STATEMENT"
"32.1.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","camera","camera","positive","1","STATEMENT"
"32.2.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","camera","camera","positive","1","STATEMENT"
"32.3.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","feature","feature","positive","1","AFFECTIVE-REACTION"
"32.4.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","use","usability","positive","1","AFFECTIVE-REACTION"
"32.5.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","size","size","positive","1","AFFECTIVE-REACTION"
"32.6.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","optical zoom","zoom","positive","1","STATEMENT"
"32.7.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","memory card","memory card","positive","1","STATEMENT"
"32.8.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","support","support","positive","1","AFFECTIVE-REACTION"
"32.9.1","Nikon Coolpix 4300","2024-05-01T18:56:57.433Z","User-1frT6","picture quality","pictures","positive","1","AFFECTIVE-REACTION"
